ID,Geslacht,Loopbaan,Studieprogramma,Oms. Studieprog.,Faculteit,Ingangsd.start,Opleidingsnr.start,Status,Progr.actie,Datum actie start,Ingangsd.eind,Opleidingsnr.eind,Status,Progr.actie,Datum actie,Actiereden,Studiepl.dipl.,Studieniv.dipl.,Ingangsd.dipl.,Status,Statusdatum,Examendatum
10675108,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,5-8-2013,1-9-2013,0,AC,MATR,5-8-2013,120,,,,,,
10676759,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2015,1,AC,MATR,30-6-2015,31-8-2016,1,SP,SPND,3-11-2016,410,,,,,,
10677100,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,8-8-2013,1-9-2013,0,AC,MATR,8-8-2013,120,,,,,,
10686142,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,26-8-2013,1-9-2013,0,AC,MATR,26-8-2013,120,,,,,,
10779167,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,0,AC,MATR,15-4-2014,1-9-2014,0,AC,MATR,15-4-2014,120,,,,,,
10781463,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,0,AC,MATR,17-4-2014,1-9-2014,1,AC,MATR,26-5-2014,120,,,,,,
10782885,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,1,AC,MATR,28-4-2014,1-9-2014,1,AC,MATR,28-4-2014,120,,,,,,
10810412,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,0,AC,MATR,30-4-2014,1-9-2014,0,AC,MATR,30-4-2014,120,,,,,,
10877428,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,0,AC,MATR,25-6-2014,31-8-2015,0,SP,SPND,21-7-2015,410,,,,,,
10877797,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,0,AC,MATR,26-6-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
11157887,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2015,0,AC,MATR,15-8-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11201800,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2016,1,AC,MATR,26-6-2016,1-9-2016,1,AC,MATR,26-6-2016,120,,,,,,
11360569,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2016,0,AC,MATR,11-5-2016,1-9-2016,0,AC,MATR,11-5-2016,120,,,,,,
5833361,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2007,0,AC,ACTV,5-4-2010,31-8-2010,0,SP,SPND,3-12-2010,410,,,,,,
5836689,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2007,0,AC,ACTV,5-4-2010,31-1-2008,0,DC,DISC,5-4-2010,310,,,,,,
5876532,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2008,0,AC,ACTV,5-4-2010,31-8-2012,0,SP,SPND,3-10-2012,410,300115,B,15-10-2012,Z,15-10-2012,31-8-2012
5927110,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,1,AC,MATR,11-7-2011,1-9-2011,1,AC,MATR,11-7-2011,120,,,,,,
5927455,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2008,0,AC,ACTV,5-4-2010,1-2-2012,1,AC,MATR,19-1-2012,120,,,,,,
5947243,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2008,0,AC,ACTV,5-4-2010,31-8-2013,0,SP,SPND,10-1-2014,410,300115,B,9-8-2013,Z,9-8-2013,31-7-2013
5947332,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2008,0,AC,ACTV,5-4-2010,31-8-2009,0,SP,SPND,5-4-2010,410,,,,,,
5985889,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2009,1,AC,ACTV,5-4-2010,31-8-2013,1,SP,SPND,10-1-2014,410,300115,B,4-10-2013,Z,4-10-2013,30-8-2013
6039588,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2012,0,SP,SPND,14-11-2012,410,300115,B,15-10-2012,Z,15-10-2012,31-8-2012
6060463,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2010,0,DC,DISC,27-7-2010,312,,,,,,
6072909,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,2,AC,MATR,17-7-2012,31-8-2015,2,SP,SPND,13-11-2015,410,300115,B,10-8-2015,Z,10-8-2015,31-7-2015
6123066,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2013,0,SP,SPND,25-9-2013,410,300115,B,9-8-2013,Z,9-8-2013,31-7-2013
6124437,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2013,0,SP,SPND,12-9-2013,410,300115,B,4-10-2013,Z,4-10-2013,30-8-2013
6151841,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2009,0,AC,ACTV,5-4-2010,28-2-2010,0,DC,DISC,5-4-2010,310,,,,,,
6182097,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2015,1,SP,SPND,10-11-2015,410,300115,B,8-10-2015,Z,8-10-2015,31-8-2015
0364452,M,10,3012,B Engelse tc,FGW,1-9-2003,0,AC,ACTV,5-4-2010,1-9-2014,3,AC,MATR,7-5-2014,120,,,,,,
10002918,M,10,3012,B Engelse tc,FGW,1-9-2011,1,AC,MATR,23-6-2011,31-8-2014,1,SP,SPND,28-10-2014,410,301215,B,11-9-2014,Z,11-9-2014,22-8-2014
10218572,M,10,3012,B Engelse tc,FGW,1-9-2011,0,AC,MATR,17-6-2011,30-4-2016,0,DC,VDIS,23-5-2016,200,301215,B,17-5-2016,Z,17-5-2016,29-4-2016
10751335,F,10,3012,B Engelse tc,FGW,1-9-2014,0,AC,MATR,6-3-2014,1-9-2014,0,AC,MATR,6-3-2014,120,,,,,,
10755543,F,10,3012,B Engelse tc,FGW,1-9-2014,0,AC,MATR,6-5-2014,1-9-2014,0,AC,MATR,6-5-2014,120,,,,,,
10213538,F,10,3013,B Europese Studies,FMG,1-9-2011,0,AC,MATR,17-6-2011,31-8-2015,0,SP,SPND,20-1-2016,410,301315,B,24-7-2015,Z,24-7-2015,30-6-2015
10348271,F,10,3013,B Europese Studies,FMG,1-9-2012,0,AC,MATR,5-5-2012,31-1-2013,0,DC,DISC,14-1-2013,392,,,,,,
10427538,F,10,3013,B Europese Studies,FMG,1-9-2014,1,AC,MATR,4-3-2014,1-9-2014,1,AC,MATR,4-3-2014,120,,,,,,
10439080,F,10,3013,B Europese Studies,FMG,1-9-2013,1,AC,MATR,21-6-2013,1-9-2013,1,AC,MATR,21-6-2013,120,,,,,,
10136851,F,10,3044,B Fiscaal Recht,FDR,1-9-2014,4,AC,MATR,22-8-2014,31-8-2015,4,SP,SPND,15-9-2015,410,,,,,,
10445412,M,10,3044,B Fiscaal Recht,FDR,1-2-2015,3,AC,MATR,25-11-2014,28-2-2015,3,DC,DISC,26-2-2015,391,,,,,,
10649301,M,10,3044,B Fiscaal Recht,FDR,1-9-2015,2,AC,MATR,8-5-2015,31-10-2015,2,DC,DISC,7-10-2015,392,,,,,,
10422773,M,10,3003,B Fiscale economie,FEB,1-9-2012,0,AC,MATR,18-6-2012,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10647740,M,10,3003,B Fiscale economie,FEB,1-9-2014,1,AC,MATR,16-6-2014,1-2-2015,2,AC,MATR,15-1-2015,120,,,,,,
10002850,F,10,3072,B Future Planet Studies,FNWI,1-9-2012,2,AC,MATR,25-9-2012,31-8-2015,2,SP,SPND,13-11-2015,410,307215,B,10-7-2015,Z,10-7-2015,28-1-2015
10062912,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,1,AC,MATR,29-7-2013,31-8-2016,1,SP,SPND,26-10-2016,410,,,,,,
10083103,M,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,31-8-2014,1,SP,SPND,7-10-2014,410,307215,B,7-2-2014,Z,7-2-2014,31-12-2013
10092099,M,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,30-11-2014,1,DC,VDIS,28-1-2015,200,307215,B,28-1-2015,Z,28-1-2015,28-11-2014
10095942,F,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,1-9-2012,1,AC,MATR,26-9-2012,120,,,,,,
10118039,M,10,3072,B Future Planet Studies,FNWI,1-9-2014,2,AC,MATR,26-4-2014,1-9-2014,2,AC,MATR,26-4-2014,120,,,,,,
10161740,F,10,3072,B Future Planet Studies,FNWI,1-9-2012,2,AC,MATR,26-9-2012,31-8-2016,2,SP,SPND,28-10-2016,410,307215,B,12-8-2016,Z,12-8-2016,24-6-2016
10171037,F,10,3072,B Future Planet Studies,FNWI,1-9-2014,1,AC,MATR,18-4-2014,1-9-2014,1,AC,MATR,18-4-2014,120,,,,,,
10243879,M,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,31-8-2015,1,SP,SPND,13-11-2015,410,307215,B,22-9-2015,Z,22-9-2015,1-8-2015
10252088,M,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,31-8-2015,1,SP,SPND,20-1-2016,410,307215,B,8-9-2015,Z,8-9-2015,24-7-2015
10263330,M,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,31-8-2015,1,SP,SPND,20-1-2016,410,307215,B,23-4-2015,Z,23-4-2015,31-1-2015
10263535,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,1,AC,MATR,24-7-2013,1-9-2013,1,AC,MATR,24-7-2013,120,,,,,,
10268863,F,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,31-1-2015,1,DC,VDIS,29-1-2015,210,307215,B,28-1-2015,Z,28-1-2015,31-12-2014
10445188,F,10,3072,B Future Planet Studies,FNWI,1-9-2012,1,AC,MATR,26-9-2012,31-8-2016,1,SP,SPND,28-10-2016,410,307215,B,6-9-2016,Z,6-9-2016,31-3-2016
10558284,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,2-5-2013,31-8-2016,0,SP,SPND,28-10-2016,410,307215,B,28-7-2016,Z,28-7-2016,18-7-2016
10575243,F,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,2-5-2013,28-2-2017,0,DC,VDIS,14-3-2017,200,307215,B,17-3-2017,Z,17-3-2017,3-2-2017
10624562,F,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,1-7-2013,31-8-2016,0,SP,SPND,28-10-2016,410,307215,B,26-9-2016,Z,26-9-2016,14-7-2016
10675655,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,5-8-2013,1-9-2016,1,AC,MATR,1-5-2016,120,,,,,,
10683720,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,22-8-2013,1-9-2013,0,AC,MATR,22-8-2013,120,,,,,,
10692258,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,11-9-2013,30-4-2015,0,DC,DISC,30-4-2015,392,,,,,,
10692401,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,11-9-2013,31-12-2014,0,DC,DISC,11-9-2013,392,,,,,,
10692525,M,10,3072,B Future Planet Studies,FNWI,1-9-2013,0,AC,MATR,11-9-2013,1-9-2013,0,AC,MATR,11-9-2013,120,,,,,,
10766162,M,10,3072,B Future Planet Studies,FNWI,1-9-2014,0,AC,MATR,2-4-2014,1-9-2014,0,AC,MATR,2-4-2014,120,,,,,,
10159711,M,10,3065,B Geneeskunde,FDG,1-9-2011,0,AC,MATR,19-7-2011,31-8-2016,0,SP,SPND,28-10-2016,410,306515,B,10-8-2016,Z,10-8-2016,29-7-2016
10207635,F,10,3065,B Geneeskunde,FDG,1-9-2011,0,AC,MATR,29-7-2011,31-8-2015,0,SP,SPND,20-1-2016,410,306515,B,27-8-2015,Z,27-8-2015,31-7-2015
10279806,M,10,3065,B Geneeskunde,FDG,1-9-2013,2,AC,MATR,6-8-2013,31-8-2016,2,SP,SPND,28-10-2016,410,,,,,,
10780297,F,10,3065,B Geneeskunde,FDG,1-9-2017,1,AC,MATR,27-12-2016,1-9-2017,1,AC,MATR,27-12-2016,120,,,,,,
5959373,M,10,3065,B Geneeskunde,FDG,1-9-2012,2,AC,MATR,18-7-2012,31-8-2016,2,SP,SPND,26-10-2016,410,306515,B,13-9-2016,Z,13-9-2016,31-8-2016
6046770,F,10,3065,B Geneeskunde,FDG,1-9-2009,0,AC,ACTV,5-4-2010,28-2-2010,0,DC,DISC,5-4-2010,310,,,,,,
6267939,M,10,3065,B Geneeskunde,FDG,1-9-2013,3,AC,MATR,23-7-2013,31-8-2014,3,SP,SPND,7-10-2014,410,,,,,,
10363521,M,10,3015,B Geschiedenis,FGW,1-9-2012,0,AC,MATR,5-5-2012,1-9-2012,0,AC,MATR,5-5-2012,120,,,,,,
10439080,F,10,3015,B Geschiedenis,FGW,1-9-2012,0,AC,MATR,4-7-2012,29-2-2016,0,DC,VDIS,17-2-2016,210,301515,B,16-2-2016,Z,16-2-2016,29-1-2016
10781889,F,10,3015,B Geschiedenis,FGW,1-9-2014,0,AC,MATR,25-8-2014,1-9-2014,0,AC,MATR,25-8-2014,120,,,,,,
10463046,F,10,3016,B Griekse en Latijnse tc,FGW,1-9-2013,1,AC,MATR,14-8-2013,31-8-2014,2,SP,SPND,15-9-2014,410,,,,,,
5686202,M,10,3016,B Griekse en Latijnse tc,FGW,1-9-2008,1,AC,ACTV,5-4-2010,31-8-2013,1,SP,SPND,25-9-2013,410,,,,,,
0478660,F,10,3050,B Informatica,FNWI,1-9-2016,2,AC,MATR,17-6-2016,1-9-2016,3,AC,MATR,4-10-2016,120,,,,,,
10001205,M,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,8-6-2010,31-8-2014,0,SP,SPND,28-10-2014,410,305015,B,3-10-2014,Z,3-10-2014,29-8-2014
10001388,F,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,8-6-2010,31-8-2015,3,SP,SPND,14-9-2015,410,,,,,,
10001567,F,10,3050,B Informatica,FNWI,1-9-2014,3,AC,MATR,13-5-2014,31-8-2015,3,SP,SPND,13-11-2015,410,,,,,,
10002403,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,6-5-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10002844,F,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,8-6-2010,31-8-2014,0,SP,SPND,6-10-2014,410,305015,B,17-10-2014,Z,17-10-2014,29-8-2014
10002918,M,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,8-6-2010,31-1-2011,0,DC,DISC,21-2-2011,391,,,,,,
10003265,M,10,3050,B Informatica,FNWI,1-2-2014,1,AC,MATR,14-10-2013,31-8-2014,1,SP,SPND,7-10-2014,410,,,,,,
10003897,F,10,3050,B Informatica,FNWI,1-9-2015,2,AC,MATR,18-5-2015,31-8-2016,2,SP,SPND,26-10-2016,410,,,,,,
10071814,M,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,22-6-2010,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
10094423,M,10,3050,B Informatica,FNWI,1-9-2013,2,AC,MATR,10-6-2013,31-8-2016,2,SP,SPND,26-10-2016,410,305015,B,3-10-2016,Z,3-10-2016,30-8-2016
10103872,M,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,23-7-2010,31-8-2015,0,SP,SPND,13-11-2015,410,305015,B,29-9-2015,Z,29-9-2015,31-8-2015
10105093,M,10,3050,B Informatica,FNWI,1-9-2011,1,AC,MATR,8-8-2011,31-8-2015,1,SP,SPND,13-11-2015,410,305015,B,14-9-2015,Z,14-9-2015,25-8-2015
10109099,M,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,30-7-2010,31-8-2016,0,SP,SPND,28-10-2016,410,305015,B,3-10-2016,Z,3-10-2016,18-8-2016
10111670,M,10,3050,B Informatica,FNWI,1-9-2010,0,AC,MATR,3-8-2010,31-10-2016,1,DC,VDIS,1-11-2016,200,305015,B,25-10-2016,Z,25-10-2016,19-10-2016
10118039,M,10,3050,B Informatica,FNWI,1-9-2011,1,AC,MATR,5-7-2011,31-8-2014,1,SP,SPND,19-11-2014,410,,,,,,
10118373,M,10,3050,B Informatica,FNWI,1-9-2011,1,AC,MATR,27-7-2011,31-8-2015,1,SP,SPND,13-11-2015,410,305015,B,24-9-2015,Z,24-9-2015,24-8-2015
10129278,M,10,3050,B Informatica,FNWI,1-9-2012,1,AC,MATR,14-8-2012,31-8-2013,1,SP,SPND,10-1-2014,410,,,,,,
10136851,F,10,3050,B Informatica,FNWI,1-9-2016,6,AC,MATR,1-5-2016,31-1-2017,6,DC,DISC,26-1-2017,392,,,,,,
10172920,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,16-6-2011,31-8-2014,0,SP,SPND,28-10-2014,410,305015,B,3-10-2014,Z,3-10-2014,29-8-2014
10183159,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,16-6-2011,31-8-2015,0,SP,SPND,13-11-2015,410,305015,B,29-9-2015,Z,29-9-2015,18-8-2015
10184465,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,16-6-2011,31-8-2014,0,SP,SPND,7-10-2014,410,305015,B,25-7-2014,Z,25-7-2014,11-7-2014
10206353,F,10,3050,B Informatica,FNWI,1-9-2014,2,AC,MATR,10-7-2014,31-8-2015,2,SP,SPND,20-1-2016,410,,,,,,
10207406,F,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,26-8-2011,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10217665,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,17-6-2011,31-8-2015,0,SP,SPND,13-11-2015,410,305015,B,16-11-2015,Z,16-11-2015,31-8-2015
10252657,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,27-6-2011,31-8-2014,0,SP,SPND,7-10-2014,410,305015,B,23-10-2014,Z,23-10-2014,8-7-2014
10254935,M,10,3050,B Informatica,FNWI,1-9-2015,1,AC,MATR,30-6-2015,31-8-2016,1,SP,SPND,26-10-2016,410,,,,,,
10266186,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,6-7-2011,31-8-2014,0,SP,SPND,7-10-2014,410,305015,B,3-9-2014,Z,3-9-2014,15-7-2014
10281843,M,10,3050,B Informatica,FNWI,1-9-2015,2,AC,MATR,1-7-2015,31-8-2016,2,SP,SPND,26-10-2016,410,,,,,,
10287302,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,11-8-2011,31-8-2015,0,SP,SPND,13-11-2015,410,305015,B,24-9-2015,Z,24-9-2015,7-8-2015
10288880,M,10,3050,B Informatica,FNWI,1-9-2015,1,AC,MATR,9-6-2015,1-2-2017,3,AC,MATR,20-1-2017,120,,,,,,
10292829,M,10,3050,B Informatica,FNWI,1-9-2011,0,AC,MATR,23-8-2011,31-8-2015,0,SP,SPND,20-1-2016,410,305015,B,24-7-2015,Z,24-7-2015,14-7-2015
10314229,M,10,3050,B Informatica,FNWI,1-2-2012,0,AC,MATR,7-12-2011,31-8-2012,0,SP,SPND,3-3-2013,410,,,,,,
10314474,F,10,3050,B Informatica,FNWI,1-2-2012,0,AC,MATR,7-12-2011,31-8-2012,0,SP,SPND,3-3-2013,410,,,,,,
10346236,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,4-5-2012,31-8-2014,0,SP,SPND,19-11-2014,410,,,,,,
10352783,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,5-5-2012,31-8-2015,0,SP,SPND,20-1-2016,410,305015,B,24-9-2015,Z,24-9-2015,27-7-2015
10371109,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,5-5-2012,31-8-2015,0,SP,SPND,13-11-2015,410,305015,B,4-8-2015,Z,4-8-2015,24-7-2015
10371672,F,10,3050,B Informatica,FNWI,1-9-2015,1,AC,MATR,29-7-2015,31-8-2016,1,SP,SPND,28-10-2016,410,,,,,,
10374582,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,9-5-2012,31-8-2016,0,SP,SPND,26-10-2016,410,305015,B,3-10-2016,Z,3-10-2016,23-8-2016
10383425,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,15-5-2012,1-9-2012,0,AC,MATR,15-5-2012,120,,,,,,
10398872,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,28-5-2012,1-2-2016,1,AC,MATR,30-11-2015,120,,,,,,
10400958,M,10,3050,B Informatica,FNWI,1-9-2015,1,AC,MATR,22-5-2015,31-8-2016,1,SP,SPND,28-10-2016,410,,,,,,
10419667,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,12-6-2012,31-8-2015,0,SP,SPND,20-1-2016,410,305015,B,21-7-2015,Z,21-7-2015,13-7-2015
10422617,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,14-8-2012,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10424598,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,19-6-2012,1-9-2012,0,AC,MATR,19-6-2012,120,,,,,,
10433120,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,28-6-2012,31-8-2016,0,SP,SPND,28-10-2016,410,305015,B,3-10-2016,Z,3-10-2016,27-6-2016
10440615,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,4-7-2012,31-8-2016,0,SP,SPND,28-10-2016,410,305015,B,11-10-2016,Z,11-10-2016,27-6-2016
10443762,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,9-7-2012,1-2-2016,1,AC,MATR,30-11-2015,120,,,,,,
10445412,M,10,3050,B Informatica,FNWI,1-9-2014,1,AC,MATR,6-2-2014,1-9-2015,6,CN,WADM,31-7-2015,400,,,,,,
10445951,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,11-7-2012,31-8-2013,0,SP,SPND,10-1-2014,410,,,,,,
10447822,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,13-7-2012,1-9-2012,0,AC,MATR,13-7-2012,120,,,,,,
10455256,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,23-7-2012,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10458417,M,10,3050,B Informatica,FNWI,1-9-2012,0,AC,MATR,30-7-2012,1-9-2012,0,AC,MATR,30-7-2012,120,,,,,,
10462821,M,10,3050,B Informatica,FNWI,1-2-2016,1,AC,MATR,16-12-2015,31-8-2016,1,SP,SPND,26-10-2016,410,,,,,,
10485902,M,10,3050,B Informatica,FNWI,1-2-2013,0,AC,MATR,12-11-2012,1-9-2015,2,AC,MATR,24-8-2015,120,,,,,,
10488804,M,10,3050,B Informatica,FNWI,1-2-2013,0,AC,MATR,29-10-2012,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10490035,M,10,3050,B Informatica,FNWI,1-2-2013,0,AC,MATR,5-11-2012,1-2-2017,3,CN,WADM,27-3-2017,400,,,,,,
10490051,M,10,3050,B Informatica,FNWI,1-11-2012,0,AC,MATR,5-11-2012,31-8-2014,1,SP,SPND,28-10-2014,410,,,,,,
10492275,M,10,3050,B Informatica,FNWI,1-2-2013,0,AC,MATR,16-11-2012,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10496963,M,10,3050,B Informatica,FNWI,1-2-2013,0,AC,MATR,23-11-2012,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10525653,M,10,3050,B Informatica,FNWI,1-2-2013,0,AC,MATR,23-1-2013,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10580395,M,10,3050,B Informatica,FNWI,1-9-2013,0,AC,MATR,6-5-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10608370,M,10,3050,B Informatica,FNWI,1-9-2013,0,AC,MATR,22-5-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10618414,M,10,3050,B Informatica,FNWI,1-9-2013,0,AC,MATR,2-6-2013,31-8-2014,0,SP,SPND,15-9-2014,410,,,,,,
10631720,M,10,3050,B Informatica,FNWI,1-9-2013,0,AC,MATR,10-6-2013,31-8-2014,0,SP,SPND,28-10-2014,410,,,,,,
10631747,M,10,3050,B Informatica,FNWI,1-9-2013,0,AC,MATR,10-6-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10633057,M,10,3050,B Informatica,FNWI,1-9-2013,0,AC,MATR,11-6-2013,31-8-2014,1,SP,SPND,7-10-2014,410,,,,,,
10640436,M,10,3050,B Informatica,FNWI,1-9-2013,1,AC,MATR,21-6-2013,31-8-2014,1,SP,SPND,7-10-2014,410,,,,,,
10645675,M,10,3050,B Informatica,FNWI,1-9-2013,0,AC,MATR,24-6-2013,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10692258,M,10,3050,B Informatica,FNWI,1-9-2014,1,AC,MATR,13-8-2014,30-4-2015,1,DC,DISC,30-4-2015,392,,,,,,
10694498,M,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,15-9-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10694676,F,10,3050,B Informatica,FNWI,1-9-2014,1,AC,MATR,6-5-2014,31-8-2015,1,SP,SPND,13-11-2015,410,,,,,,
10696776,M,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,8-10-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10696784,M,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,8-10-2013,1-2-2016,1,CN,WADM,30-3-2016,400,,,,,,
10699856,F,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,27-10-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10700595,M,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,31-10-2013,31-8-2015,1,SP,SPND,13-11-2015,410,,,,,,
10700765,M,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,1-11-2013,31-8-2016,1,SP,SPND,26-10-2016,410,,,,,,
10711600,M,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,29-11-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10711805,M,10,3050,B Informatica,FNWI,1-2-2014,0,AC,MATR,29-11-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10716459,M,10,3050,B Informatica,FNWI,1-1-2014,0,AC,MATR,13-12-2013,31-8-2014,0,SP,SPND,7-10-2014,410,,,,,,
10778373,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,6-5-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10787062,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,6-5-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10794913,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,6-5-2014,31-8-2015,0,SP,SPND,8-7-2015,410,,,,,,
10812806,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,6-5-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10823778,M,10,3050,B Informatica,FNWI,1-9-2014,0,AC,MATR,6-5-2014,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
