ID,Geslacht,Loopbaan,Studieprogramma,Oms. Studieprog.,Faculteit,Ingangsd.start,Opleidingsnr.start,Status,Progr.actie,Datum actie start,Ingangsd.eind,Opleidingsnr.eind,Status,Progr.actie,Datum actie,Actiereden,Studiepl.dipl.,Studieniv.dipl.,Ingangsd.dipl.,Status,Statusdatum,Examendatum
5985889,M,10,3058,B Biomedische wetenschappen,FNWI,1-9-2008,0,AC,ACTV,5-4-2010,31-8-2009,0,SP,SPND,5-4-2010,410,,,,,,
6040144,M,10,3058,B Biomedische wetenschappen,FNWI,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2012,0,SP,SPND,3-3-2013,410,305815,B,25-9-2012,Z,25-9-2012,31-8-2012
6052940,M,10,3058,B Biomedische wetenschappen,FNWI,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2010,0,SP,SPND,15-10-2010,410,,,,,,
6070574,M,10,3058,B Biomedische wetenschappen,FNWI,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2010,0,SP,SPND,2-9-2010,410,,,,,,
6072909,M,10,3058,B Biomedische wetenschappen,FNWI,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2010,0,SP,SPND,9-5-2012,410,,,,,,
6090060,F,10,3058,B Biomedische wetenschappen,FNWI,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2013,0,SP,SPND,10-1-2014,410,305815,B,12-9-2013,Z,12-9-2013,30-8-2013
10000847,F,10,3034,B Communicatiewetenschap,FMG,1-9-2014,1,AC,MATR,5-6-2014,31-8-2015,1,SP,SPND,2-7-2015,410,,,,,,
10002362,F,10,3034,B Communicatiewetenschap,FMG,1-9-2010,0,AC,MATR,8-6-2010,31-1-2014,0,DC,VDIS,10-2-2014,200,303415,B,13-2-2014,Z,13-2-2014,31-1-2014
10171037,F,10,3034,B Communicatiewetenschap,FMG,1-9-2011,0,AC,MATR,16-6-2011,31-8-2015,0,SP,SPND,13-11-2015,410,303415,B,18-8-2015,Z,18-8-2015,31-7-2015
10180583,F,10,3034,B Communicatiewetenschap,FMG,1-9-2011,0,AC,MATR,16-6-2011,31-8-2015,0,SP,SPND,20-1-2016,410,303415,B,18-8-2015,Z,18-8-2015,31-7-2015
10213376,F,10,3034,B Communicatiewetenschap,FMG,1-9-2016,2,AC,MATR,2-6-2016,1-9-2016,2,AC,MATR,2-6-2016,120,,,,,,
10221301,M,10,3034,B Communicatiewetenschap,FMG,1-9-2011,0,AC,MATR,17-6-2011,31-8-2016,0,SP,SPND,26-10-2016,410,303415,B,12-8-2016,Z,12-8-2016,29-7-2016
10260250,M,10,3034,B Communicatiewetenschap,FMG,1-9-2011,0,AC,MATR,30-6-2011,31-8-2012,0,SP,SPND,25-7-2012,410,,,,,,
10631267,M,10,3034,B Communicatiewetenschap,FMG,1-9-2013,0,AC,MATR,10-6-2013,1-9-2013,0,AC,MATR,10-6-2013,120,,,,,,
10648186,M,10,3034,B Communicatiewetenschap,FMG,1-9-2013,0,AC,MATR,26-6-2013,31-8-2016,0,SP,SPND,23-9-2016,410,303415,B,8-9-2016,Z,8-9-2016,31-8-2016
10718346,M,10,3034,B Communicatiewetenschap,FMG,1-9-2014,0,AC,MATR,8-1-2014,1-9-2014,0,AC,MATR,8-1-2014,120,,,,,,
10801278,M,10,3034,B Communicatiewetenschap,FMG,1-9-2015,1,AC,MATR,7-8-2015,1-9-2015,1,AC,MATR,7-8-2015,120,,,,,,
10801715,M,10,3034,B Communicatiewetenschap,FMG,1-9-2014,0,AC,MATR,28-4-2014,1-9-2014,0,AC,MATR,28-4-2014,120,,,,,,
5946603,M,10,3034,B Communicatiewetenschap,FMG,1-9-2013,3,AC,MATR,14-6-2013,31-8-2014,3,SP,SPND,5-6-2014,410,,,,,,
6052274,M,10,3034,B Communicatiewetenschap,FMG,1-9-2009,0,AC,ACTV,5-4-2010,31-12-2009,0,DC,DISC,5-4-2010,310,,,,,,
6151841,M,10,3034,B Communicatiewetenschap,FMG,1-9-2010,1,AC,MATR,21-6-2010,31-8-2013,1,SP,SPND,25-9-2013,410,303415,B,9-9-2013,Z,9-9-2013,30-8-2013
11074256,M,10,3066,B Cult antrop & ontw. sociolog,FMG,1-9-2015,0,AC,MATR,1-5-2015,1-9-2015,0,AC,MATR,1-5-2015,120,,,,,,
5894778,M,10,3066,B Cult antrop & ontw. sociolog,FMG,1-9-2010,2,AC,MATR,20-8-2010,31-8-2011,2,SP,SPND,30-9-2011,410,,,,,,
6048471,F,10,3066,B Cult antrop & ontw. sociolog,FMG,1-12-2010,1,AC,MATR,16-12-2010,31-8-2012,2,SP,SPND,3-3-2013,410,,,,,,
10002311,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,2,AC,MATR,14-5-2012,31-8-2014,2,SP,SPND,28-10-2014,410,300415,B,19-8-2014,Z,19-8-2014,31-7-2014
10002511,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,2,AC,MATR,17-7-2013,31-8-2014,2,SP,SPND,2-10-2014,410,,,,,,
10017631,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,1,AC,MATR,4-7-2012,31-8-2015,1,SP,SPND,20-1-2016,410,300415,B,3-9-2015,Z,3-9-2015,31-7-2015
10017704,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2010,0,AC,MATR,8-6-2010,31-8-2014,0,SP,SPND,6-10-2014,410,300415,B,19-8-2014,Z,19-8-2014,31-7-2014
10035877,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,1,AC,MATR,5-8-2011,31-8-2015,2,SP,SPND,20-1-2016,410,300415,B,3-9-2015,Z,3-9-2015,31-7-2015
10067639,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2010,0,AC,MATR,21-6-2010,31-8-2014,0,SP,SPND,28-10-2014,410,300415,B,19-8-2014,Z,19-8-2014,31-7-2014
10073264,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2010,0,AC,MATR,24-6-2010,31-8-2016,1,SP,SPND,26-10-2016,410,300415,B,24-8-2016,Z,24-8-2016,29-7-2016
10074279,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2010,0,AC,MATR,24-6-2010,28-2-2015,0,DC,VDIS,30-3-2015,200,300415,B,9-3-2015,Z,9-3-2015,27-2-2015
10080783,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2010,0,AC,MATR,30-6-2010,31-8-2014,0,SP,SPND,28-10-2014,410,300415,B,17-4-2014,Z,17-4-2014,31-3-2014
10114068,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,1,AC,MATR,30-6-2011,31-8-2014,1,SP,SPND,19-11-2014,410,300415,B,17-9-2014,Z,17-9-2014,29-8-2014
10158006,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,2,AC,MATR,2-5-2013,1-9-2013,2,AC,MATR,2-5-2013,120,,,,,,
10176268,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,16-6-2011,31-8-2015,1,SP,SPND,20-1-2016,410,300415,B,14-8-2015,Z,14-8-2015,31-7-2015
10186921,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,16-6-2011,31-3-2015,0,DC,VDIS,25-3-2015,200,300415,B,13-3-2015,Z,13-3-2015,27-2-2015
10216529,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,17-6-2011,31-8-2015,0,SP,SPND,13-11-2015,410,300415,B,9-7-2015,Z,9-7-2015,29-5-2015
10218017,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,17-6-2011,31-8-2015,0,SP,SPND,20-1-2016,410,300415,B,3-9-2015,Z,3-9-2015,31-7-2015
10218882,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,17-6-2011,30-4-2016,0,DC,VDIS,11-5-2016,200,300415,B,10-5-2016,Z,10-5-2016,29-4-2016
10220380,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,17-6-2011,31-8-2015,0,SP,SPND,20-1-2016,410,300415,B,3-9-2015,Z,3-9-2015,31-7-2015
10245014,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,17-6-2011,31-8-2014,0,SP,SPND,23-9-2014,410,300415,B,11-9-2014,Z,11-9-2014,31-7-2014
10246312,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,21-6-2011,31-8-2014,0,SP,SPND,28-10-2014,410,300415,B,19-8-2014,Z,19-8-2014,31-7-2014
10246827,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,1,AC,MATR,4-7-2012,31-8-2014,1,SP,SPND,19-11-2014,410,,,,,,
10254935,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,30-6-2011,31-8-2012,0,SP,SPND,11-4-2013,410,,,,,,
10269290,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,2,AC,MATR,6-5-2013,1-9-2013,2,AC,MATR,6-5-2013,120,,,,,,
10272380,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,1,AC,MATR,23-7-2012,31-8-2013,1,SP,SPND,25-9-2013,410,,,,,,
10279741,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,29-7-2011,31-8-2016,0,SP,SPND,28-10-2016,410,300415,B,1-8-2016,Z,1-8-2016,30-6-2016
10284966,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,0,AC,MATR,7-8-2011,31-8-2015,0,SP,SPND,13-11-2015,410,300415,B,15-7-2015,Z,15-7-2015,30-6-2015
10336354,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,0,AC,MATR,4-5-2012,31-1-2013,0,DC,DISC,30-1-2013,391,,,,,,
10367217,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2015,1,AC,MATR,6-5-2015,31-5-2016,1,DC,DISC,31-5-2016,392,,,,,,
10420169,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,0,AC,MATR,13-6-2012,31-8-2016,0,SP,SPND,26-10-2016,410,300415,B,1-8-2016,Z,1-8-2016,30-6-2016
10421777,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,0,AC,MATR,15-6-2012,31-8-2016,0,SP,SPND,28-10-2016,410,300415,B,24-8-2016,Z,24-8-2016,29-7-2016
10446133,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,0,AC,MATR,11-7-2012,1-9-2012,0,AC,MATR,11-7-2012,120,300415,B,13-2-2017,Z,13-2-2017,31-1-2017
10470026,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,0,AC,MATR,23-8-2012,31-8-2015,0,SP,SPND,15-10-2015,410,300415,B,2-10-2015,Z,2-10-2015,31-8-2015
10470476,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2012,0,AC,MATR,24-8-2012,31-8-2016,0,SP,SPND,26-10-2016,410,300415,B,10-8-2016,Z,10-8-2016,30-6-2016
10488952,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,1,AC,MATR,29-4-2014,1-9-2014,1,AC,MATR,29-4-2014,120,,,,,,
10529772,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,2-5-2013,1-9-2013,0,AC,MATR,2-5-2013,120,,,,,,
10548882,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,2-5-2013,1-9-2013,0,AC,MATR,2-5-2013,120,,,,,,
10561234,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,2-5-2013,31-8-2016,0,SP,SPND,24-5-2016,410,300415,B,1-8-2016,Z,1-8-2016,30-6-2016
10582231,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,6-5-2013,1-9-2013,0,AC,MATR,6-5-2013,120,,,,,,
10589546,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,15-5-2013,1-9-2013,0,AC,MATR,15-5-2013,120,,,,,,
10590943,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,15-5-2013,1-9-2013,0,AC,MATR,15-5-2013,120,,,,,,
10597751,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,17-5-2013,1-9-2013,0,AC,MATR,17-5-2013,120,,,,,,
10618058,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,30-5-2013,1-9-2013,0,AC,MATR,30-5-2013,120,,,,,,
10627219,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,4-6-2013,1-9-2013,0,AC,MATR,4-6-2013,120,,,,,,
10631275,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,10-6-2013,31-8-2016,0,SP,SPND,26-10-2016,410,300415,B,31-8-2016,Z,31-8-2016,31-8-2016
10655336,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2013,0,AC,MATR,3-7-2013,1-9-2013,0,AC,MATR,3-7-2013,120,,,,,,
10725792,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,0,AC,MATR,8-1-2014,1-9-2014,0,AC,MATR,8-1-2014,120,,,,,,
10737812,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,0,AC,MATR,28-1-2014,1-9-2014,0,AC,MATR,28-1-2014,120,,,,,,
10738193,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,0,AC,MATR,28-1-2014,1-9-2014,0,AC,MATR,28-1-2014,120,,,,,,
10760768,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,0,AC,MATR,24-3-2014,1-9-2014,0,AC,MATR,24-3-2014,120,,,,,,
10774726,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,0,AC,MATR,11-4-2014,1-9-2014,0,AC,MATR,11-4-2014,120,,,,,,
10790896,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,0,AC,MATR,23-4-2014,1-9-2014,0,AC,MATR,23-4-2014,120,,,,,,
10809449,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2014,0,AC,MATR,30-4-2014,1-9-2014,0,AC,MATR,30-4-2014,120,,,,,,
11004517,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2015,1,AC,MATR,25-2-2015,1-9-2015,2,AC,MATR,16-4-2015,120,,,,,,
5886759,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2008,0,AC,ACTV,5-4-2010,31-5-2013,0,DC,VDIS,6-6-2013,200,300415,B,5-6-2013,Z,5-6-2013,31-5-2013
5894778,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2008,0,AC,ACTV,5-4-2010,31-8-2009,0,SP,SPND,5-4-2010,410,,,,,,
5909805,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2008,0,AC,ACTV,5-4-2010,31-8-2011,0,SP,SPND,10-5-2012,410,,,,,,
5942632,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2008,0,AC,ACTV,5-4-2010,31-8-2011,0,SP,SPND,10-5-2012,410,300415,B,12-8-2011,Z,12-8-2011,29-7-2011
6136516,M,10,3004,B Econometrie en Op. Research,FEB,1-9-2009,0,AC,ACTV,5-4-2010,31-8-2013,0,SP,SPND,10-1-2014,410,300415,B,23-10-2013,Z,23-10-2013,30-8-2013
6173071,F,10,3004,B Econometrie en Op. Research,FEB,1-9-2011,1,AC,MATR,22-8-2011,31-8-2014,1,SP,SPND,28-10-2014,410,300415,B,19-8-2014,Z,19-8-2014,31-7-2014
10000938,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,1,AC,MATR,23-6-2011,1-9-2011,1,AC,MATR,23-6-2011,120,,,,,,
10002139,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,8-6-2010,31-8-2014,0,SP,SPND,6-10-2014,410,300115,B,3-10-2014,Z,3-10-2014,29-8-2014
10002311,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,8-6-2010,1-9-2010,1,AC,MATR,8-6-2010,120,300115,B,16-10-2013,Z,16-10-2013,31-7-2013
10002511,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,8-6-2010,31-8-2012,0,SP,SPND,4-10-2012,410,,,,,,
10003215,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,1,AC,MATR,25-7-2014,31-1-2015,1,DC,DISC,15-1-2015,392,,,,,,
10003288,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,8-6-2010,31-12-2013,0,DC,VDIS,28-1-2014,200,300115,B,22-1-2014,Z,22-1-2014,31-12-2013
10004531,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,8-6-2010,31-8-2013,0,SP,SPND,10-1-2014,410,300115,B,4-10-2013,Z,4-10-2013,30-8-2013
10004547,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2016,5,AC,MATR,30-5-2016,1-9-2016,5,AC,MATR,30-5-2016,120,,,,,,
10012001,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,8-6-2010,31-8-2014,0,SP,SPND,28-10-2014,410,300115,B,11-9-2014,Z,11-9-2014,31-7-2014
10017631,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,8-6-2010,31-8-2013,0,SP,SPND,24-10-2013,410,300115,B,4-10-2013,Z,4-10-2013,30-8-2013
10078797,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,28-6-2010,31-8-2014,0,SP,SPND,6-10-2014,410,300115,B,13-8-2014,Z,13-8-2014,31-7-2014
10079947,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,30-6-2010,31-8-2014,0,SP,SPND,28-10-2014,410,300215,B,19-8-2014,Z,19-8-2014,31-7-2014
10080813,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,30-6-2010,31-8-2014,0,SP,SPND,28-10-2014,410,300115,B,3-10-2014,Z,3-10-2014,29-8-2014
10086358,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,6-7-2010,31-1-2011,0,DC,DISC,2-2-2011,391,,,,,,
10094423,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,19-7-2010,31-8-2013,1,SP,SPND,25-9-2013,410,300215,B,4-10-2013,Z,4-10-2013,30-8-2013
10100369,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,25-8-2010,30-9-2014,2,DC,VDIS,24-11-2014,200,300215,B,18-11-2014,Z,18-11-2014,30-9-2014
10105093,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,25-7-2010,31-8-2011,0,SP,SPND,11-5-2012,410,,,,,,
10114033,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,7-8-2010,31-8-2015,0,SP,SPND,13-11-2015,410,300115,B,16-9-2015,Z,16-9-2015,31-8-2015
10115242,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,10-8-2010,31-8-2015,0,SP,SPND,13-11-2015,410,300215,B,7-10-2015,Z,7-10-2015,31-8-2015
10119310,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2010,0,AC,MATR,17-8-2010,31-8-2011,0,SP,SPND,2-9-2011,410,,,,,,
10136851,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,16-6-2011,31-8-2016,5,SP,SPND,3-11-2016,410,,,,,,
10152032,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,16-6-2011,31-1-2016,0,DC,VDIS,17-2-2016,200,300115,B,22-2-2016,Z,22-2-2016,29-1-2016
10173072,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,16-6-2011,1-9-2011,0,AC,MATR,16-6-2011,120,,,,,,
10205233,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,17-6-2011,31-8-2014,0,SP,SPND,28-10-2014,410,300115,B,12-8-2014,Z,12-8-2014,30-6-2014
10220674,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,17-6-2011,31-8-2014,0,SP,SPND,7-10-2014,410,300115,B,5-8-2014,Z,5-8-2014,30-6-2014
10253025,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,27-6-2011,31-1-2012,0,DC,DISC,9-2-2012,391,,,,,,
10260250,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,1,AC,MATR,4-7-2012,1-9-2012,1,AC,MATR,4-7-2012,120,,,,,,
10276823,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,22-7-2011,31-8-2016,0,SP,SPND,26-10-2016,410,300115,B,25-7-2016,Z,25-7-2016,30-6-2016
10278397,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,26-7-2011,31-8-2013,1,SP,SPND,25-9-2013,410,,,,,,
10281738,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,1-8-2011,31-8-2015,0,SP,SPND,15-9-2015,410,300215,B,13-8-2015,Z,13-8-2015,31-7-2015
10281843,M,10,3001,B Economie en bedrijfskunde,FEB,1-2-2015,1,AC,MATR,2-12-2014,31-8-2015,1,SP,SPND,13-11-2015,410,,,,,,
10291237,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,19-8-2011,31-8-2015,0,SP,SPND,13-11-2015,410,300115,B,11-9-2015,Z,11-9-2015,31-8-2015
10296514,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2011,0,AC,MATR,1-9-2011,31-8-2015,1,SP,SPND,4-8-2015,410,300115,B,18-8-2015,Z,18-8-2015,31-7-2015
10313680,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,4-5-2012,31-8-2016,0,SP,SPND,28-10-2016,410,300115,B,25-7-2016,Z,25-7-2016,31-5-2016
10323929,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,4-5-2012,31-8-2014,0,SP,SPND,19-11-2014,410,,,,,,
10336354,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,1,AC,MATR,2-5-2013,1-9-2013,1,AC,MATR,2-5-2013,120,,,,,,
10358196,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,5-5-2012,31-5-2016,0,DC,VDIS,19-7-2016,200,300115,B,12-7-2016,Z,12-7-2016,31-5-2016
10366407,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,1,AC,MATR,13-8-2012,1-9-2015,3,AC,MATR,15-8-2015,120,,,,,,
10367217,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,5-5-2012,1-9-2016,2,AC,MATR,31-5-2016,120,,,,,,
10397175,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,25-5-2012,31-8-2016,0,SP,SPND,26-10-2016,410,300215,B,10-8-2016,Z,10-8-2016,30-6-2016
10416641,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,8-6-2012,1-9-2012,0,AC,MATR,8-6-2012,120,,,,,,
10417893,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,8-6-2012,31-8-2015,0,SP,SPND,13-11-2015,410,300215,B,7-10-2015,Z,7-10-2015,31-8-2015
10418199,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,8-6-2012,31-8-2016,0,SP,SPND,10-8-2016,410,300215,B,10-8-2016,Z,10-8-2016,30-6-2016
10418431,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,8-6-2012,1-9-2012,0,AC,MATR,8-6-2012,120,,,,,,
10422773,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,1,AC,MATR,29-7-2013,31-8-2016,1,SP,SPND,27-7-2016,410,300115,B,1-8-2016,Z,1-8-2016,29-7-2016
10427538,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,19-6-2012,31-8-2013,0,SP,SPND,5-8-2013,410,,,,,,
10432795,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,28-6-2012,1-9-2012,0,AC,MATR,28-6-2012,120,,,,,,
10437215,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,29-6-2012,1-9-2012,0,AC,MATR,29-6-2012,120,,,,,,
10437495,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,29-6-2012,31-8-2016,0,SP,SPND,26-10-2016,410,300115,B,1-8-2016,Z,1-8-2016,30-6-2016
10440682,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,4-7-2012,31-8-2016,0,SP,SPND,26-10-2016,410,300115,B,8-8-2016,Z,8-8-2016,29-7-2016
10443673,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,9-7-2012,31-8-2016,0,SP,SPND,6-7-2016,410,300115,B,7-6-2016,Z,7-6-2016,31-5-2016
10449086,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2012,0,AC,MATR,16-7-2012,31-8-2013,0,SP,SPND,25-9-2013,410,,,,,,
10553770,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,2-5-2013,1-9-2013,0,AC,MATR,2-5-2013,120,,,,,,
10560661,F,10,3001,B Economie en bedrijfskunde,FEB,1-9-2014,1,AC,MATR,24-4-2014,1-9-2014,1,AC,MATR,24-4-2014,120,,,,,,
10560998,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,2-5-2013,1-9-2013,0,AC,MATR,2-5-2013,120,,,,,,
10564098,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,1,AC,MATR,2-5-2013,1-9-2013,1,AC,MATR,2-5-2013,120,,,,,,
10572546,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,2-5-2013,31-8-2016,0,SP,SPND,28-10-2016,410,300115,B,31-8-2016,Z,31-8-2016,30-6-2016
10579060,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,3-5-2013,1-9-2013,0,AC,MATR,3-5-2013,120,,,,,,
10591591,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,15-5-2013,1-9-2013,0,AC,MATR,15-5-2013,120,,,,,,
10615377,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,1,AC,MATR,25-6-2013,1-9-2013,1,AC,MATR,25-6-2013,120,,,,,,
10642021,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,18-6-2013,1-9-2013,0,AC,MATR,18-6-2013,120,,,,,,
10647740,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,26-6-2013,31-8-2015,0,SP,SPND,13-11-2015,410,,,,,,
10650385,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,1-7-2013,31-12-2013,0,DC,DISC,5-12-2013,391,,,,,,
10653384,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,1-7-2013,1-9-2013,0,AC,MATR,1-7-2013,120,,,,,,
10660593,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,11-7-2013,31-8-2016,0,SP,SPND,26-10-2016,410,300115,B,12-10-2016,Z,12-10-2016,31-8-2016
10666168,M,10,3001,B Economie en bedrijfskunde,FEB,1-9-2013,0,AC,MATR,22-7-2013,1-9-2013,0,AC,MATR,22-7-2013,120,,,,,,
