ID,Geslacht,Loopbaan,Studieprogramma,Oms. Studieprog.,Ingangsd.start,Opleidingsnr.start,Status,Progr.actie,Datum actie start,Ingangsd.eind,Opleidingsnr.eind,Status,Progr.actie,Datum actie,Actiereden,Studiepl.dipl.,Studieniv.dipl.,Ingangsd.dipl.,Status,Statusdatum,Examendatum
10831428,M,15,4121,M Artificial Intelligence,1-9-2015,0,AC,MATR,6-5-2015,1-9-2015,0,AC,MATR,6-5-2015,120,,,,,,
10831428,M,15,4132,M Computational Science,1-9-2015,1,AC,MATR,22-8-2015,1-9-2015,1,AC,MATR,22-8-2015,VUIN,,,,,,
10831428,M,15,4278,M Computer Science (jd),1-9-2016,2,AC,MATR,18-7-2016,1-9-2016,2,AC,MATR,18-7-2016,VUIN,,,,,,
10919236,F,15,4119,M Software Engineering,1-12-2014,0,AC,MATR,6-11-2014,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
10972935,M,15,4277,M Computational Science (jd),1-9-2016,1,AC,MATR,2-5-2016,1-9-2016,1,AC,MATR,2-5-2016,120,,,,,,
10997172,F,15,4119,M Software Engineering,1-6-2015,0,AC,MATR,26-1-2015,31-8-2015,0,SP,SPND,20-1-2016,410,,,,,,
11077379,F,15,4121,M Artificial Intelligence,1-9-2017,0,AC,MATR,12-3-2017,1-9-2017,0,AC,MATR,12-3-2017,120,,,,,,
11083727,M,15,4120,M Information Studies,1-9-2015,0,AC,MATR,14-8-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11162295,F,15,4120,M Information Studies,1-9-2016,0,AC,MATR,23-8-2016,1-9-2016,0,AC,MATR,23-8-2016,VUIN,,,,,,
11201401,F,15,4119,M Software Engineering,1-2-2016,0,AC,MATR,18-12-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11229063,M,15,4119,M Software Engineering,1-2-2016,0,AC,MATR,12-1-2016,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11229810,M,15,4119,M Software Engineering,1-2-2016,0,AC,MATR,13-1-2016,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
11397705,F,15,4277,M Computational Science (jd),1-9-2017,0,AC,MATR,14-12-2016,1-9-2017,0,AC,MATR,14-12-2016,120,,,,,,
11402520,M,15,4119,M Software Engineering,1-9-2016,0,AC,MATR,21-6-2016,1-9-2016,0,AC,MATR,21-6-2016,120,,,,,,
11720239,M,15,4120,M Information Studies,1-9-2017,0,AC,MATR,18-1-2017,1-9-2017,0,AC,MATR,18-1-2017,120,,,,,,
5802741,M,15,4121,M Artificial Intelligence,1-9-2015,0,AC,MATR,19-8-2015,1-9-2015,0,AC,MATR,19-8-2015,VUIN,,,,,,
5876532,M,15,4120,M Information Studies,1-9-2013,1,AC,MATR,30-5-2013,31-8-2015,1,SP,SPND,13-11-2015,410,412025,M,11-9-2015,Z,11-9-2015,25-8-2015
5894778,M,15,4120,M Information Studies,1-9-2017,0,AC,MATR,1-12-2016,1-9-2017,0,AC,MATR,1-12-2016,120,,,,,,
5942632,M,15,4119,M Software Engineering,1-9-2013,1,AC,MATR,28-6-2013,31-8-2014,1,SP,SPND,6-10-2014,410,411925,M,29-9-2014,Z,29-9-2014,29-8-2014
5947243,M,15,4120,M Information Studies,1-9-2013,0,AC,MATR,2-5-2013,31-10-2014,0,DC,VDIS,6-11-2014,200,412025,M,10-11-2014,Z,10-11-2014,29-10-2014
5947332,M,15,4132,M Computational Science,1-9-2013,0,AC,MATR,2-5-2013,31-8-2014,0,SP,SPND,19-11-2014,410,,,,,,
5975662,M,15,4121,M Artificial Intelligence,1-2-2015,2,AC,MATR,9-1-2015,1-9-2015,3,AC,MATR,6-5-2015,120,,,,,,
6042473,M,15,4132,M Computational Science,1-9-2015,0,AC,MATR,6-5-2015,31-8-2016,0,SP,SPND,3-11-2016,410,,,,,,
6042473,M,15,4277,M Computational Science (jd),1-9-2016,1,AC,MATR,17-6-2016,1-9-2016,1,AC,MATR,17-6-2016,120,,,,,,
6049281,F,15,4132,M Computational Science,1-9-2015,1,AC,MATR,6-5-2015,31-8-2016,1,SP,SPND,26-10-2016,410,,,,,,
6049281,F,15,4277,M Computational Science (jd),1-9-2016,2,AC,MATR,3-5-2016,1-9-2016,2,AC,MATR,3-5-2016,120,,,,,,
6066194,F,15,4120,M Information Studies,1-9-2013,0,AC,MATR,19-8-2013,31-8-2014,0,SP,SPND,6-10-2014,410,412025,M,29-9-2014,Z,29-9-2014,25-8-2014
6070574,M,15,4120,M Information Studies,1-9-2014,0,AC,MATR,6-5-2014,31-8-2015,0,SP,SPND,20-1-2016,410,412025,M,2-7-2015,Z,2-7-2015,22-6-2015
6072909,M,15,4121,M Artificial Intelligence,1-9-2015,0,AC,MATR,6-5-2015,1-9-2015,0,AC,MATR,6-5-2015,120,,,,,,
6087485,M,15,4121,M Artificial Intelligence,1-9-2015,0,AC,MATR,6-5-2015,1-9-2015,0,AC,MATR,6-5-2015,120,,,,,,
6117090,M,15,4121,M Artificial Intelligence,1-9-2015,0,AC,MATR,6-5-2015,31-8-2016,0,SP,SPND,26-10-2016,410,,,,,,
6117090,M,15,4132,M Computational Science,1-9-2015,1,AC,MATR,6-5-2015,1-9-2015,1,AC,MATR,6-5-2015,120,,,,,,
6132375,M,15,4121,M Artificial Intelligence,1-9-2017,0,AC,MATR,29-12-2016,1-9-2017,0,AC,MATR,29-12-2016,120,,,,,,
6135315,M,15,4121,M Artificial Intelligence,1-9-2013,0,AC,MATR,3-5-2013,29-2-2016,0,DC,DISC,10-2-2016,305,,,,,,
6181724,F,15,4120,M Information Studies,1-9-2014,0,AC,MATR,30-6-2014,31-8-2015,0,SP,SPND,13-11-2015,410,412025,M,9-9-2015,Z,9-9-2015,21-8-2015
6267939,M,15,4117,M Logic,1-9-2014,0,AC,MATR,14-6-2014,1-9-2014,0,AC,MATR,14-6-2014,120,,,,,,
6267939,M,15,4121,M Artificial Intelligence,1-9-2016,1,AC,MATR,18-5-2016,1-9-2016,1,AC,MATR,18-5-2016,120,,,,,,
